名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
ケンタロス(パルデアのすがた(ブレイズ)),159,105,最遅,,100,0,94
ケンタロス(パルデアのすがた(ウォーター)),160,106,最遅,,100,0,94
サンダー(原種),178,119,最遅,,100,0,94
サンダー(ガラルのすがた),179,120,最遅,,100,0,94
ミュウ,186,127,最遅,,100,0,94
バクフーン(原種),192,133,最遅,,100,0,94
エンテイ,285,207,最遅,,100,0,94
ケッキング,332,242,最遅,,100,0,94
フライゴン,373,263,最遅,,100,0,94
ボーマンダ,419,287,最遅,,100,0,94
ジラーチ,431,299,最遅,,100,0,94
ムクホーク,447,312,最遅,,100,0,94
パルキア(通常),541,382,最遅,,100,0,94
レジギガス,544,385,最遅,,100,0,94
マナフィ,549,390,最遅,,100,0,94
シェイミ(ランドフォルム),551,392,最遅,,100,0,94
ウルガモス,710,475,最遅,,100,0,94
キュワワー,866,586,最遅,,100,0,94
リククラゲ,1072,733,最遅,,100,0,94
イルカマン(マイティフォルム),1088,748,最遅,,100,0,94
イーユイ,1132,791,最遅,,100,0,94
スカンプー,485,335,無振,,74,0,94
ワルビル,616,423,無振,,74,0,94
カジリガメ,940,621,無振,,74,0,94
スリープ,119,81,準速,,42,0,94
フカマル,494,342,準速,,42,0,94
クルミル,601,412,準速,,42,0,94
クルマユ,602,413,準速,,42,0,94
フラベベ,750,509,準速,,42,0,94
モクロー,817,543,準速,,42,0,94
オニシズクモ,854,578,準速,,42,0,94
カラナクシ,473,327,最速,,34,0,94
マホミル,975,645,最速,,34,0,94
ボチ,1095,755,最速,,34,0,94
キチキギス,1146,803,最遅,,99,0,93
テールナー,734,496,無振,,73,0,93
カラマネロ,770,518,無振,,73,0,93
ハルクジラ,1099,759,無振,,73,0,93
ヨーギラス,287,209,準速,,41,0,93
ドータクン,488,338,最速,,33,0,93
オリーニョ,1049,713,最速,,33,0,93
ウソハチ,489,339,準速,びびり,10,1,93
コレクレー(はこフォルム),1127,786,準速,びびり,10,1,93
ナックラー,371,261,準速,スカーフ,10,0,93
ウソハチ,489,339,準速,スカーフ,10,0,93
コレクレー(はこフォルム),1127,786,準速,スカーフ,10,0,93
ゴンベ,497,345,最速,スカーフ,5,0,93
バスラオ(あかすじ),613,420,最遅,,98,0,92
バスラオ(しろすじ),614,421,最遅,,98,0,92
スワンナ,652,440,最遅,,98,0,92
サザンドラ,708,473,最遅,,98,0,92
テツノカシラ,1156,813,最遅,,98,0,92
シシコ,748,507,無振,,72,0,92
アマージョ,865,585,無振,,72,0,92
ダクマ,1003,667,無振,,72,0,92
テツノイバラ,1122,781,無振,,72,0,92
サンド(原種),29,14,準速,,40,0,92
サンド(アローラのすがた),30,15,準速,,40,0,92
クサイハナ,50,27,準速,,40,0,92
ニャース(ガラルのすがた),62,37,準速,,40,0,92
マダツボミ,82,51,準速,,40,0,92
シェルダー,113,76,準速,,40,0,92
タマタマ,127,87,準速,,40,0,92
サイドン,140,96,準速,,40,0,92
ポリゴン,169,115,準速,,40,0,92
アリアドス,204,143,準速,,40,0,92
マリル,219,153,準速,,40,0,92
フォレトス,243,174,準速,,40,0,92
ヒメグマ,256,185,準速,,40,0,92
ゴマゾウ,272,196,準速,,40,0,92
ミズゴロウ,299,220,準速,,40,0,92
ラルトス,323,233,準速,,40,0,92
ゴクリン,359,254,準速,,40,0,92
バクーダ,366,257,準速,,40,0,92
ポッチャマ,442,307,準速,,40,0,92
ビークイン,467,323,準速,,40,0,92
ユキカブリ,510,354,準速,,40,0,92
ドサイドン,515,358,準速,,40,0,92
ダイノーズ,527,368,準速,,40,0,92
ドテッコツ,594,410,準速,,40,0,92
シビビール,674,449,準速,,40,0,92
クマシュン,684,457,準速,,40,0,92
ヌメラ,787,527,準速,,40,0,92
ヌメイル(ヒスイのすがた),789,529,準速,,40,0,92
アシマリ,824,550,準速,,40,0,92
エレズン,954,633,準速,,40,0,92
ゾウドウ,987,656,準速,,40,0,92
カミッチュ,1141,798,準速,,40,0,92
ヒポポタス,500,348,最速,,32,0,92
アマカジ,863,583,最速,,32,0,92
ラブカス,416,284,最遅,,97,0,91
オノノクス,683,456,最遅,,97,0,91
ゲコガシラ,737,499,最遅,,97,0,91
ソルガレオ,894,600,最遅,,97,0,91
ルナアーラ,895,601,最遅,,97,0,91
モルペコ,986,655,最遅,,97,0,91
ウーラオス(いちげきのかた),1004,668,最遅,,97,0,91
ウーラオス(れんげきのかた),1005,669,最遅,,97,0,91
ドンカラス,481,333,無振,,71,0,91
ケロマツ,736,498,無振,,71,0,91
サダイジャ,950,629,無振,,71,0,91
トリトドン,474,328,準速,,39,0,91
ミブリム,963,638,準速,,39,0,91
オリーヴァ,1050,714,準速,,39,0,91
ナエトル,436,301,最速,,31,0,91
ミミッキュ,881,593,最遅,,96,0,90
ディグダ(原種),56,31,最遅,,95,0,90
オコリザル,68,43,最遅,,95,0,90
ウインディ(原種),71,46,最遅,,95,0,90
ゴースト,116,79,最遅,,95,0,90
フリーザー(ガラルのすがた),177,118,最遅,,95,0,90
バクフーン(ヒスイのすがた),193,134,最遅,,95,0,90
ヤンヤンマ,229,163,最遅,,95,0,90
ヘルガー,270,194,最遅,,95,0,90
エレキッド,280,203,最遅,,95,0,90
ジュプトル,294,215,最遅,,95,0,90
プラスル,354,250,最遅,,95,0,90
マイナン,355,251,最遅,,95,0,90
レックウザ,430,298,最遅,,95,0,90
パチリス,468,324,最遅,,95,0,90
エレキブル,517,359,最遅,,95,0,90
メガヤンマ,520,361,最遅,,95,0,90
リーフィア,521,362,最遅,,95,0,90
グライオン,523,364,最遅,,95,0,90
ユクシー,536,377,最遅,,95,0,90
メブキジカ,657,442,最遅,,95,0,90
キュレム(通常),722,487,最遅,,95,0,90
キュレム(ブラックキュレム),723,488,最遅,,95,0,90
キュレム(ホワイトキュレム),724,489,最遅,,95,0,90
イエッサン(オスのすがた),984,653,最遅,,95,0,90
バウッツェル,1047,711,最遅,,95,0,90
ウミディグダ,1083,744,最遅,,95,0,90
マンキー,67,42,無振,,70,0,90
ニョロボン,75,50,無振,,70,0,90
ウツボット,84,53,無振,,70,0,90
メノクラゲ,85,54,無振,,70,0,90
レアコイル,102,67,無振,,70,0,90
ジュゴン,108,71,無振,,70,0,90
パルシェン,114,77,無振,,70,0,90
ハクリュー,183,124,無振,,70,0,90
ヨルノズク,200,141,無振,,70,0,90
ニョロトノ,222,156,無振,,70,0,90
エアームド,268,192,無振,,70,0,90
カポエラー,278,202,無振,,70,0,90
キモリ,293,214,無振,,70,0,90
グラエナ,303,224,無振,,70,0,90
ルンパッパ,315,227,無振,,70,0,90
キノガッサ,329,239,無振,,70,0,90
ビブラーバ,372,262,無振,,70,0,90
メタグロス,422,290,無振,,70,0,90
レントラー,454,317,無振,,70,0,90
ミツハニー,466,322,無振,,70,0,90
フワンテ,476,330,無振,,70,0,90
ダイケンキ(原種),563,403,無振,,70,0,90
ゾロア(ヒスイのすがた),640,428,無振,,70,0,90
キリキザン,697,465,無振,,70,0,90
フーパ(いましめられしフーパ),814,541,無振,,70,0,90
ボルケニオン,816,542,無振,,70,0,90
ジュナイパー(原種),819,545,無振,,70,0,90
ニャビー,821,547,無振,,70,0,90
メッソン,922,612,無振,,70,0,90
アップリュー,947,626,無振,,70,0,90
ポットデス,962,637,無振,,70,0,90
ギモー,967,642,無振,,70,0,90
イシヘンジン,981,651,無振,,70,0,90
カイデン,1063,724,無振,,70,0,90
ノノクラゲ,1071,732,無振,,70,0,90
ミガルーサ,1100,760,無振,,70,0,90
チオンジェン,1129,788,無振,,70,0,90
ヤバソチャ,1143,800,無振,,70,0,90
モノズ,706,471,準速,,38,0,90
ハリマロン,730,492,準速,,38,0,90
ボクレー,793,533,準速,,38,0,90
クレベース(ヒスイのすがた),805,537,準速,,38,0,90
ナゾノクサ,49,26,最速,,30,0,90
ヤドラン(原種),99,64,最速,,30,0,90
ヤドラン(ガラルのすがた),100,65,最速,,30,0,90
カビゴン,175,116,最速,,30,0,90
イトマル,203,142,最速,,30,0,90
ウソッキー,221,155,最速,,30,0,90
ヒマナッツ,227,161,最速,,30,0,90
キマワリ,228,162,最速,,30,0,90
ヤドキング(原種),236,169,最速,,30,0,90
ヤドキング(ガラルのすがた),237,170,最速,,30,0,90
ブルー,247,177,最速,,30,0,90
マグカルゴ,259,188,最速,,30,0,90
ハスボー,313,225,最速,,30,0,90
タネボー,316,228,最速,,30,0,90
ナマケロ,330,240,最速,,30,0,90
ノズパス,342,246,最速,,30,0,90
ダンバル,420,288,最速,,30,0,90
タテトプス,459,320,最速,,30,0,90
トリデプス,460,321,最速,,30,0,90
ピンプク,491,340,最速,,30,0,90
チュリネ,609,417,最速,,30,0,90
ダブラン,649,437,最速,,30,0,90
ランクルス,650,438,最速,,30,0,90
モロバレル,662,444,最速,,30,0,90
クズモー,773,519,最速,,30,0,90
タンドン,943,622,最速,,30,0,90
セキタンザン,945,624,最速,,30,0,90
タルップル,948,627,最速,,30,0,90
ダイオウドウ,988,657,最速,,30,0,90
ブリザポス,1009,673,最速,,30,0,90
ミニーブ,1048,712,最速,,30,0,90
シガロコ,1076,737,最速,,30,0,90
ラビフット,920,610,最遅,,94,0,89
デカヌチャン,1082,743,最遅,,94,0,89
ヒバニー,919,609,無振,,69,0,89
コスモッグ,892,598,準速,,37,0,89
コスモウム,893,599,準速,,37,0,89
コフーライ,746,505,最速,,29,0,89
ブリムオン,965,640,最速,,29,0,89
ブーバー,155,102,最遅,,93,0,88
オドリドリ(めらめらスタイル),837,563,最遅,,93,0,88
オドリドリ(ぱちぱちスタイル),838,564,最遅,,93,0,88
オドリドリ(ふらふらスタイル),839,565,最遅,,93,0,88
オドリドリ(まいまいスタイル),840,566,最遅,,93,0,88
モグリュー,590,407,無振,,68,0,88
ゴーゴート,754,513,無振,,68,0,88
ニャスパー,758,514,無振,,68,0,88
ハカドッグ,1096,756,無振,,68,0,88
ハヤシガメ,437,302,準速,,36,0,88
デンヂムシ,833,559,準速,,36,0,88
ホゲータ,1027,691,準速,,36,0,88
カチコール,803,535,最速,,28,0,88
クレベース(原種),804,536,最速,,28,0,88
ハハコモリ,603,414,最遅,,92,0,87
ワルビアル,617,424,最遅,,92,0,87
ハギギシリ,882,594,最遅,,92,0,87
エクスレッグ,1039,703,最遅,,92,0,87
イキリンコ(グリーンフェザー),1051,715,最遅,,92,0,87
スリーパー,120,82,無振,,67,0,87
チョンチー,206,144,無振,,67,0,87
ランターン,207,145,無振,,67,0,87
オノンド,682,455,無振,,67,0,87
アーマーガア,929,619,無振,,67,0,87
ピッピ,39,18,準速,,35,0,87
ゴローン(原種),89,58,準速,,35,0,87
ゴローン(アローラのすがた),90,59,準速,,35,0,87
ドガース,136,92,準速,,35,0,87
メリープ,215,149,準速,,35,0,87
ヌオー,232,165,準速,,35,0,87
バルキー,277,201,準速,,35,0,87
ポチエナ,302,223,準速,,35,0,87
キノココ,328,238,準速,,35,0,87
ドンメル,365,256,準速,,35,0,87
サボネア,374,264,準速,,35,0,87
ヘイガニ,384,272,準速,,35,0,87
ミカルゲ,493,341,準速,,35,0,87
ドッコラー,593,409,準速,,35,0,87
ゴビット,694,462,準速,,35,0,87
コフキムシ,745,504,準速,,35,0,87
ドヒドイデ,850,574,準速,,35,0,87
バンバドロ,852,576,準速,,35,0,87
カリキリ,855,579,準速,,35,0,87
シロデスナ,872,590,準速,,35,0,87
グルトン,1033,697,準速,,35,0,87
ワナイダー,1037,701,準速,,35,0,87
ジオヅム,1056,717,準速,,35,0,87
キョジオーン,1057,718,準速,,35,0,87
カルボウ,1058,719,準速,,35,0,87
ヘイラッシャ,1101,761,準速,,35,0,87
ヤミカラス,235,168,最遅,,91,0,86
ネオラント,508,353,最遅,,91,0,86
ロトム(通常),530,371,最遅,,91,0,86
ランドロス(れいじゅうフォルム),721,486,最遅,,91,0,86
ウガツホムラ,1153,810,最遅,,91,0,86
ケイコウオ,507,352,無振,,66,0,86
モンメン,607,415,無振,,66,0,86
サシカマス,952,631,無振,,66,0,86
ラウドボーン,1029,693,無振,,66,0,86
カラナクシ,473,327,準速,,34,0,86
マホミル,975,645,準速,,34,0,86
ボチ,1095,755,準速,,34,0,86
シズクモ,853,577,最速,,27,0,86
ピカチュウ,26,11,最遅,,90,0,85
モルフォン,55,30,最遅,,90,0,85
ディグダ(アローラのすがた),57,32,最遅,,90,0,85
ニャース(原種),60,35,最遅,,90,0,85
ニャース(アローラのすがた),61,36,最遅,,90,0,85
ウインディ(ヒスイのすがた),72,47,最遅,,90,0,85
ニョロモ,73,48,最遅,,90,0,85
ニョロゾ,74,49,最遅,,90,0,85
ファイヤー(原種),180,121,最遅,,90,0,85
ファイヤー(ガラルのすがた),181,122,最遅,,90,0,85
オオタチ,198,139,最遅,,90,0,85
ホウオウ,291,213,最遅,,90,0,85
ヤルキモノ,331,241,最遅,,90,0,85
ザングース,378,268,最遅,,90,0,85
カイオーガ,428,296,最遅,,90,0,85
グラードン,429,297,最遅,,90,0,85
ルカリオ,499,347,最遅,,90,0,85
ポリゴンZ,525,366,最遅,,90,0,85
ディアルガ(通常),539,380,最遅,,90,0,85
ディアルガ(オリジンフォルム),540,381,最遅,,90,0,85
ギラティナ(アナザーフォルム),545,386,最遅,,90,0,85
ギラティナ(オリジンフォルム),546,387,最遅,,90,0,85
ドレディア(原種),610,418,最遅,,90,0,85
レシラム,718,483,最遅,,90,0,85
ゼクロム,719,484,最遅,,90,0,85
ニャヒート,822,548,最遅,,90,0,85
ジメレオン,923,613,最遅,,90,0,85
アノホラグサ,1070,731,最遅,,90,0,85
ブロロローム,1090,750,最遅,,90,0,85
カラミンゴ,1097,757,最遅,,90,0,85
コノヨザル,1105,765,最遅,,90,0,85
ヒトカゲ,3,3,無振,,65,0,85
サンドパン(原種),31,16,無振,,65,0,85
サンドパン(アローラのすがた),32,17,無振,,65,0,85
ロコン(原種),41,20,無振,,65,0,85
ロコン(アローラのすがた),42,21,無振,,65,0,85
シャワーズ,166,112,無振,,65,0,85
ブースター,168,114,無振,,65,0,85
ヒノアラシ,190,131,無振,,65,0,85
ブラッキー,234,167,無振,,65,0,85
ハッサム,251,181,無振,,65,0,85
デルビル,269,193,無振,,65,0,85
ペリッパー,322,232,無振,,65,0,85
アメタマ,326,236,無振,,65,0,85
ハブネーク,379,269,無振,,65,0,85
ジュペッタ,400,277,無振,,65,0,85
チリーン,404,281,無振,,65,0,85
コロトック,451,314,無振,,65,0,85
グレイシア,522,363,無振,,65,0,85
エンブオー,560,400,無振,,65,0,85
メグロコ,615,422,無振,,65,0,85
ゾロア(原種),639,427,無振,,65,0,85
ゴチルゼル,647,435,無振,,65,0,85
ママンボウ,665,445,無振,,65,0,85
バチュル,666,446,無振,,65,0,85
コジョフー,691,460,無振,,65,0,85
ウォーグル(ヒスイのすがた),701,468,無振,,65,0,85
ツツケラ,827,553,無振,,65,0,85
ネッコアラ,878,592,無振,,65,0,85
ジャランゴ,886,596,無振,,65,0,85
マギアナ,907,605,無振,,65,0,85
サルノリ,916,606,無振,,65,0,85
モスノウ,980,650,無振,,65,0,85
アヤシシ,1014,678,無振,,65,0,85
ニャオハ,1024,688,無振,,65,0,85
ウェルカモ,1031,695,無振,,65,0,85
パフュートン(オスのすがた),1034,698,無振,,65,0,85
パフュートン(メスのすがた),1035,699,無振,,65,0,85
パピモッチ,1046,710,無振,,65,0,85
ミミズズ,1092,752,無振,,65,0,85
ドータクン,488,338,準速,,33,0,85
オリーニョ,1049,713,準速,,33,0,85
ゴンベ,497,345,準速,スカーフ,5,0,85
ビビヨン,747,506,最遅,,89,0,84
ブリガロン,732,494,無振,,64,0,84
マホイップ,976,646,無振,,64,0,84
ヒポポタス,500,348,準速,,32,0,84
アマカジ,863,583,準速,,32,0,84
ベトベター(原種),109,72,最速,,25,0,84
ベトベター(アローラのすがた),110,73,最速,,25,0,84
サイホーン,139,95,最速,,25,0,84
マクノシタ,339,243,最速,,25,0,84
ヨマワル,401,278,最速,,25,0,84
サマヨール,402,279,最速,,25,0,84
コロボーシ,450,313,最速,,25,0,84
ホシガリス,925,615,最速,,25,0,84
コジオ,1055,716,最速,,25,0,84
ドリュウズ,591,408,最遅,,88,0,83
モモワロウ,1160,817,最遅,,88,0,83
ツタージャ,555,395,無振,,63,0,83
マケンカニ,835,561,無振,,63,0,83
ナエトル,436,301,準速,,31,0,83
サワムラー,133,90,最遅,,87,0,82
イダイナキバ,1111,770,最遅,,87,0,82
セグレイブ,1125,784,最遅,,87,0,82
ヤヤコマ,742,501,無振,,62,0,82
アママイコ,864,584,無振,,62,0,82
セゴール,1124,783,無振,,62,0,82
ナゾノクサ,49,26,準速,,30,0,82
ヤドラン(原種),99,64,準速,,30,0,82
ヤドラン(ガラルのすがた),100,65,準速,,30,0,82
カビゴン,175,116,準速,,30,0,82
イトマル,203,142,準速,,30,0,82
ウソッキー,221,155,準速,,30,0,82
ヒマナッツ,227,161,準速,,30,0,82
キマワリ,228,162,準速,,30,0,82
ヤドキング(原種),236,169,準速,,30,0,82
ヤドキング(ガラルのすがた),237,170,準速,,30,0,82
ブルー,247,177,準速,,30,0,82
マグカルゴ,259,188,準速,,30,0,82
ハスボー,313,225,準速,,30,0,82
タネボー,316,228,準速,,30,0,82
ナマケロ,330,240,準速,,30,0,82
ノズパス,342,246,準速,,30,0,82
ダンバル,420,288,準速,,30,0,82
タテトプス,459,320,準速,,30,0,82
トリデプス,460,321,準速,,30,0,82
ピンプク,491,340,準速,,30,0,82
チュリネ,609,417,準速,,30,0,82
ダブラン,649,437,準速,,30,0,82
ランクルス,650,438,準速,,30,0,82
モロバレル,662,444,準速,,30,0,82
クズモー,773,519,準速,,30,0,82
タンドン,943,622,準速,,30,0,82
セキタンザン,945,624,準速,,30,0,82
タルップル,948,627,準速,,30,0,82
ダイオウドウ,988,657,準速,,30,0,82
ブリザポス,1009,673,準速,,30,0,82
ミニーブ,1048,712,準速,,30,0,82
シガロコ,1076,737,準速,,30,0,82
ドーミラー,487,337,最速,,23,0,82
ロトム(ヒート),531,372,最遅,,86,0,81
ロトム(ウォッシュ),532,373,最遅,,86,0,81
ロトム(フロスト),533,374,最遅,,86,0,81
ロトム(スピン),534,375,最遅,,86,0,81
ロトム(カット),535,376,最遅,,86,0,81
キラフロル,1094,754,最遅,,86,0,81
ゴルダック,66,41,最遅,,85,0,81
シードラ,145,99,最遅,,85,0,81
フリーザー(原種),176,117,最遅,,85,0,81
エイパム,226,160,最遅,,85,0,81
ムウマ,238,171,最遅,,85,0,81
キリンリキ,241,172,最遅,,85,0,81
グライガー,245,176,最遅,,85,0,81
ハリーセン(原種),249,179,最遅,,85,0,81
ハリーセン(ヒスイのすがた),250,180,最遅,,85,0,81
ヘラクロス,253,182,最遅,,85,0,81
キングドラ,271,195,最遅,,85,0,81
オドシシ,275,199,最遅,,85,0,81
スイクン,286,208,最遅,,85,0,81
キャモメ,321,231,最遅,,85,0,81
バルビート,356,252,最遅,,85,0,81
イルミーゼ,357,253,最遅,,85,0,81
ブイゼル,469,325,最遅,,85,0,81
ドクロッグ,505,351,最遅,,85,0,81
クレセリア,547,388,最遅,,85,0,81
ダイケンキ(ヒスイのすがた),564,404,最遅,,85,0,81
ジャラランガ,887,597,最遅,,85,0,81
ゴリランダー,918,608,最遅,,85,0,81
ウッウ,951,630,最遅,,85,0,81
イエッサン(メスのすがた),985,654,最遅,,85,0,81
ジュラルドン,993,658,最遅,,85,0,81
バサギリ,1015,679,最遅,,85,0,81
ハリーマン,1021,685,最遅,,85,0,81
ウェーニバル,1032,696,最遅,,85,0,81
パモット,1041,705,最遅,,85,0,81
ソウブレイズ,1060,721,最遅,,85,0,81
マフィティフ,1066,727,最遅,,85,0,81
ブリジュラス,1151,808,最遅,,85,0,81
テラパゴス(テラスタルフォルム),1158,815,最遅,,85,0,81
テラパゴス(ステラフォルム),1159,816,最遅,,85,0,81
バンギラス,289,211,無振,,61,0,81
ヒコザル,439,304,無振,,61,0,81
コフーライ,746,505,準速,,29,0,81
ブリムオン,965,640,準速,,29,0,81
スカタンク,486,336,最遅,,84,0,80
ヒノヤコマ,743,502,最遅,,84,0,80
アブリー,841,567,最遅,,84,0,80
サーフゴー,1128,787,最遅,,84,0,80
フシギソウ,1,1,無振,,60,0,80
ピクシー,40,19,無振,,60,0,80
ガーディ(原種),69,44,無振,,60,0,80
マタドガス(原種),137,93,無振,,60,0,80
マタドガス(ガラルのすがた),138,94,無振,,60,0,80
タッツー,144,98,無振,,60,0,80
ラプラス,163,109,無振,,60,0,80
ベイリーフ,188,129,無振,,60,0,80
ピチュー,208,146,無振,,60,0,80
ポリゴン2,274,198,無振,,60,0,80
ラグラージ,301,222,無振,,60,0,80
コノハナ,317,229,無振,,60,0,80
アサナン,350,248,無振,,60,0,80
バネブー,368,259,無振,,60,0,80
ドジョッチ,382,270,無振,,60,0,80
ナマズン,383,271,無振,,60,0,80
エンペルト,444,309,無振,,60,0,80
ムックル,445,310,無振,,60,0,80
ルクシオ,453,316,無振,,60,0,80
リオル,498,346,無振,,60,0,80
ユキノオー,511,355,無振,,60,0,80
ジバコイル,513,357,無振,,60,0,80
フタチマル,562,402,無振,,60,0,80
シビシラス,673,448,無振,,60,0,80
コマタナ,696,464,無振,,60,0,80
ワシボン,699,466,無振,,60,0,80
バルチャイ,702,469,無振,,60,0,80
メラルバ,709,474,無振,,60,0,80
フォッコ,733,495,無振,,60,0,80
ニンフィア,783,523,無振,,60,0,80
ヌメイル(原種),788,528,無振,,60,0,80
ヌメルゴン(ヒスイのすがた),791,531,無振,,60,0,80
ジュナイパー(ヒスイのすがた),820,546,無振,,60,0,80
ガオガエン,823,549,無振,,60,0,80
アシレーヌ,826,552,無振,,60,0,80
ドデカバシ,829,555,無振,,60,0,80
イワンコ,843,569,無振,,60,0,80
ヤレユータン,867,587,無振,,60,0,80
オーロンゲ,968,643,無振,,60,0,80
パモ,1040,704,無振,,60,0,80
アノクサ,1069,730,無振,,60,0,80
キラーメ,1093,753,無振,,60,0,80
リキキリン,1107,767,無振,,60,0,80
テラパゴス(ノーマルフォルム),1157,814,無振,,60,0,80
カチコール,803,535,準速,,28,0,80
クレベース(原種),804,536,準速,,28,0,80
ブビィ,281,204,最遅,,83,0,79
ブーバーン,518,360,最遅,,83,0,79
ジャノビー,556,396,最遅,,83,0,79
ニャローテ,1025,689,最遅,,83,0,79
ブロスター,776,522,無振,,59,0,79
シズクモ,853,577,準速,,27,0,79
プリン,45,24,最速,,20,0,79
イシツブテ(原種),87,56,最速,,20,0,79
イシツブテ(アローラのすがた),88,57,最速,,20,0,79
オタチ,197,138,最速,,20,0,79
マグマッグ,258,187,最速,,20,0,79
ルリリ,341,245,最速,,20,0,79
コータス,367,258,最速,,20,0,79
ユニラン,648,436,最速,,20,0,79
ヒトモシ,678,451,最速,,20,0,79
ヨクバリス,926,616,最速,,20,0,79
カジッチュ,946,625,最速,,20,0,79
ユキハミ,979,649,最速,,20,0,79
タマンチュラ,1036,700,最速,,20,0,79
ドオー,1106,766,最速,,20,0,79
ガバイト,495,343,最遅,,82,0,78
ルガルガン(まよなかのすがた),845,571,最遅,,82,0,78
ドラメシヤ,994,659,最遅,,82,0,78
オトシドリ,1085,746,最遅,,82,0,78
シャリタツ(そったすがた),1102,762,最遅,,82,0,78
シャリタツ(たれたすがた),1103,763,最遅,,82,0,78
シャリタツ(のびたすがた),1104,764,最遅,,82,0,78
カメール,7,7,無振,,58,0,78
アリゲイツ,195,136,無振,,58,0,78
ズガイドス,457,318,無振,,58,0,78
ラムパルド,458,319,無振,,58,0,78
ズルズキン,628,426,無振,,58,0,78
ジヘッド,707,472,無振,,58,0,78
カヌチャン,1080,741,無振,,58,0,78
ギャラドス,162,108,最遅,,81,0,77
ミロカロス,393,275,最遅,,81,0,77
モウカザル,440,305,最遅,,81,0,77
チヲハウハネ,1115,774,最遅,,81,0,77
キバゴ,681,454,無振,,57,0,77
ハリボーグ,731,493,無振,,57,0,77
ココガラ,927,617,無振,,57,0,77
ベトベター(原種),109,72,準速,,25,0,77
ベトベター(アローラのすがた),110,73,準速,,25,0,77
サイホーン,139,95,準速,,25,0,77
マクノシタ,339,243,準速,,25,0,77
ヨマワル,401,278,準速,,25,0,77
サマヨール,402,279,準速,,25,0,77
コロボーシ,450,313,準速,,25,0,77
ホシガリス,925,615,準速,,25,0,77
コジオ,1055,716,準速,,25,0,77
フシギバナ,2,2,最遅,,80,0,76
リザード,4,4,最遅,,80,0,76
アーボック,25,10,最遅,,80,0,76
ゴース,115,78,最遅,,80,0,76
コイキング,161,107,最遅,,80,0,76
カイリュー,184,125,最遅,,80,0,76
メガニウム,189,130,最遅,,80,0,76
マグマラシ,191,132,最遅,,80,0,76
ポポッコ,224,158,最遅,,80,0,76
バシャーモ,298,219,最遅,,80,0,76
ダーテング,318,230,最遅,,80,0,76
サーナイト,325,235,最遅,,80,0,76
アメモース,327,237,最遅,,80,0,76
チャーレム,351,249,最遅,,80,0,76
ブーピッグ,369,260,最遅,,80,0,76
チルタリス,377,267,最遅,,80,0,76
ヒンバス,392,274,最遅,,80,0,76
オニゴーリ,408,283,最遅,,80,0,76
ムクバード,446,311,最遅,,80,0,76
フワライド,477,331,最遅,,80,0,76
マンムー,524,365,最遅,,80,0,76
エルレイド,526,367,最遅,,80,0,76
エムリット,537,378,最遅,,80,0,76
フィオネ,548,389,最遅,,80,0,76
シャンデラ,680,453,最遅,,80,0,76
ウォーグル(原種),700,467,最遅,,80,0,76
バルジーナ,703,470,最遅,,80,0,76
ヌメルゴン(原種),790,530,最遅,,80,0,76
ナゲツケサル,868,588,最遅,,80,0,76
バチンキー,917,607,最遅,,80,0,76
レジドラゴ,1008,672,最遅,,80,0,76
バドレックス(通常),1011,675,最遅,,80,0,76
コレクレー(とほフォルム),1126,785,最遅,,80,0,76
イイネイヌ,1144,801,最遅,,80,0,76
ドダイトス,438,303,無振,,56,0,76
オーロット,794,534,無振,,56,0,76
ネクロズマ,903,602,最遅,,79,0,75
アーボ,24,9,無振,,55,0,75
コダック,65,40,無振,,55,0,75
ガーディ(ヒスイのすがた),70,45,無振,,55,0,75
ウツドン,83,52,無振,,55,0,75
ナッシー(原種),128,88,無振,,55,0,75
イーブイ,165,111,無振,,55,0,75
デンリュウ,217,151,無振,,55,0,75
リングマ,257,186,無振,,55,0,75
ハピナス,283,205,無振,,55,0,75
ワカシャモ,297,218,無振,,55,0,75
マルノーム,360,255,無振,,55,0,75
ノクタス,375,265,無振,,55,0,75
シザリガー,385,273,無振,,55,0,75
チャオブー,559,399,無振,,55,0,75
ゴチミル,646,434,無振,,55,0,75
コアルヒー,651,439,無振,,55,0,75
ランプラー,679,452,無振,,55,0,75
ゴルーグ,695,463,無振,,55,0,75
オンバット,806,538,無振,,55,0,75
ノココッチ(ふたふしフォルム),1108,768,無振,,55,0,75
アラブルタケ,1113,772,無振,,55,0,75
セビエ,1123,782,無振,,55,0,75
ドーミラー,487,337,準速,,23,0,75
カメックス,8,8,最遅,,78,0,74
オーダイル,196,137,最遅,,78,0,74
イダイトウ(オスのすがた),1018,682,最遅,,78,0,74
イダイトウ(メスのすがた),1019,683,最遅,,78,0,74
ナカヌチャン,1081,742,最遅,,78,0,74
ヒードラン,543,384,最遅,,77,0,73
ヤトウモリ,859,581,最遅,,77,0,73
ネクロズマ(たそがれのたてがみ),904,603,最遅,,77,0,73
ネクロズマ(あかつきのつばさ),905,604,最遅,,77,0,73
アオガラス,928,618,最遅,,77,0,73
ヤドン(原種),97,62,最速,,15,0,73
ヤドン(ガラルのすがた),98,63,最速,,15,0,73
ピィ,209,147,最速,,15,0,73
ププリン,210,148,最速,,15,0,73
ウパー(パルデアのすがた),231,164,最速,,15,0,73
クヌギダマ,242,173,最速,,15,0,73
